subset	RMSE (kcal\mol)	r
fa_rep hbond_bb_sc hbond_lr_bb hbond_sc	1.90913398683	-0.0986925019082
fa_atr fa_rep hbond_bb_sc hbond_lr_bb hbond_sc	1.89416383592	0.0472139416006
fa_pair fa_rep hbond_bb_sc hbond_lr_bb hbond_sc	1.85279896401	-0.051360465633
fa_atr fa_pair fa_rep hbond_bb_sc hbond_lr_bb hbond_sc	1.79940550965	0.127358617507
fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.95032645968	-0.204451398444
fa_atr fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.51176005847	0.446666945779
fa_pair fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.87127054523	-0.121833115843
fa_atr fa_pair fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.52437661837	0.436480979212
fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.94830656213	-0.10983910944
fa_atr fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.52761519478	0.431323696877
fa_pair fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.88792422603	-0.0577060942275
fa_atr fa_pair fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc	1.53880101765	0.42276697906
hbond_sr_bb	1.67927121948	0.0865471596467
fa_atr hbond_sr_bb	1.62389375526	0.286643493602
fa_pair hbond_sr_bb	1.67705467649	0.100706708445
fa_atr fa_pair hbond_sr_bb	1.61151237288	0.30525576814
fa_rep hbond_sr_bb	1.74342307948	0.0538537574822
fa_atr fa_rep hbond_sr_bb	1.6650767729	0.24390518241
fa_pair fa_rep hbond_sr_bb	1.7379509192	0.0637364557371
fa_atr fa_pair fa_rep hbond_sr_bb	1.65056370493	0.264007913765
fa_sol hbond_sr_bb	1.68260357093	0.124760386119
fa_atr fa_sol hbond_sr_bb	1.51934205848	0.427322034662
fa_pair fa_sol hbond_sr_bb	1.65952238787	0.185901711381
fa_atr fa_pair fa_sol hbond_sr_bb	1.53181511478	0.417241170432
fa_rep fa_sol hbond_sr_bb	1.7387665847	0.0824525315418
fa_atr fa_rep fa_sol hbond_sr_bb	1.54707702396	0.397416090689
fa_pair fa_rep fa_sol hbond_sr_bb	1.71073659174	0.132383494169
fa_atr fa_pair fa_rep fa_sol hbond_sr_bb	1.55587581574	0.392655143769
hbond_bb_sc hbond_sr_bb	1.69539657136	0.0679000580283
fa_atr hbond_bb_sc hbond_sr_bb	1.63840046861	0.276920456603
fa_pair hbond_bb_sc hbond_sr_bb	1.6839556573	0.09557944372
fa_atr fa_pair hbond_bb_sc hbond_sr_bb	1.61772808806	0.303350418283
fa_rep hbond_bb_sc hbond_sr_bb	1.75267958389	0.047948931493
fa_atr fa_rep hbond_bb_sc hbond_sr_bb	1.68013715578	0.235574596129
fa_pair fa_rep hbond_bb_sc hbond_sr_bb	1.74127944881	0.0631191140723
fa_atr fa_pair fa_rep hbond_bb_sc hbond_sr_bb	1.6563431135	0.263498289882
fa_sol hbond_bb_sc hbond_sr_bb	1.71979801539	0.0640462796242
fa_atr fa_sol hbond_bb_sc hbond_sr_bb	1.53153848818	0.416365546325
fa_pair fa_sol hbond_bb_sc hbond_sr_bb	1.67875153573	0.14963930455
fa_atr fa_pair fa_sol hbond_bb_sc hbond_sr_bb	1.54289934906	0.40797699377
fa_rep fa_sol hbond_bb_sc hbond_sr_bb	1.77353204151	0.0393968315544
fa_atr fa_rep fa_sol hbond_bb_sc hbond_sr_bb	1.55947811333	0.387362317093
fa_pair fa_rep fa_sol hbond_bb_sc hbond_sr_bb	1.73171054323	0.1000455626
fa_atr fa_pair fa_rep fa_sol hbond_bb_sc hbond_sr_bb	1.56782753969	0.382987487896
hbond_lr_bb hbond_sr_bb	1.72738458137	-0.0216611669261
fa_atr hbond_lr_bb hbond_sr_bb	1.68579219795	0.221885257652
fa_pair hbond_lr_bb hbond_sr_bb	1.72935146698	-0.0137203260149
fa_atr fa_pair hbond_lr_bb hbond_sr_bb	1.67268186141	0.242418091685
fa_rep hbond_lr_bb hbond_sr_bb	1.78461265613	0.00616774699858
fa_atr fa_rep hbond_lr_bb hbond_sr_bb	1.72031157316	0.19189363243
fa_pair fa_rep hbond_lr_bb hbond_sr_bb	1.78394235355	0.00709286694054
fa_atr fa_pair fa_rep hbond_lr_bb hbond_sr_bb	1.70507853806	0.213204977034
fa_sol hbond_lr_bb hbond_sr_bb	1.73510901927	0.0433135036345
fa_atr fa_sol hbond_lr_bb hbond_sr_bb	1.56556343639	0.389084227692
fa_pair fa_sol hbond_lr_bb hbond_sr_bb	1.72052358223	0.0957497502898
fa_atr fa_pair fa_sol hbond_lr_bb hbond_sr_bb	1.57579565992	0.384890952293
fa_rep fa_sol hbond_lr_bb hbond_sr_bb	1.78355216864	0.0344071256518
fa_atr fa_rep fa_sol hbond_lr_bb hbond_sr_bb	1.58743823403	0.368132944089
fa_pair fa_rep fa_sol hbond_lr_bb hbond_sr_bb	1.76411290701	0.0706452968278
fa_atr fa_pair fa_rep fa_sol hbond_lr_bb hbond_sr_bb	1.5970154227	0.365557017417
hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.74527960528	-0.00582983568498
fa_atr hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.68513974994	0.234350625779
fa_pair hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.7386593198	0.0036033445909
fa_atr fa_pair hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.65938197992	0.266826630623
fa_rep hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.79529641008	0.0106498129492
fa_atr fa_rep hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.71753605929	0.204728676148
fa_pair fa_rep hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.79005698412	0.0136582467115
fa_atr fa_pair fa_rep hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.68516214737	0.241695196468
fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.76983618869	0.00466429781003
fa_atr fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.5600625871	0.39916216254
fa_pair fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.73654490142	0.0702234201999
fa_atr fa_pair fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.56596791869	0.396290943235
fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.8157515777	0.00344296078219
fa_atr fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.57621660142	0.383776100524
fa_pair fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.78034036977	0.0459916209547
fa_atr fa_pair fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sr_bb	1.58353055467	0.38000765469
hbond_sc hbond_sr_bb	1.70549814385	0.0274392375454
fa_atr hbond_sc hbond_sr_bb	1.69700320832	0.205545031065
fa_pair hbond_sc hbond_sr_bb	1.67378554524	0.123910007308
